tract_fips,location_name,county_name,no_insurance_pct,high_bp_prevalence,heart_disease_prevalence,annual_checkup_pct,smoking_prevalence,diabetes_prevalence,obesity_prevalence,stroke_prevalence,CensusTract,State,County,Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,lapophalf,lapop1,lapop10,lalowihalf,lalowi1,lalowi10,health_risk_score,health_risk_category,is_food_desert,combined_risk
06085502701,6085502701,Santa Clara,6.3,26.5,5.1,69.8,8.7,9.8,25.7,2.7,6085502701.0,California,Santa Clara County,1.0,0.0,0.0,0.0,606.211592465639,,,80.700802559033,,,14.679999999999998,Medium Risk,False,Low Risk
06085502703,6085502703,Santa Clara,4.3,24.1,4.4,70.0,7.4,8.8,22.9,2.2,,,,1.0,0.0,,,,,,,,,12.9,Medium Risk,False,Low Risk
06085502704,6085502704,Santa Clara,3.9,24.6,4.5,70.9,6.8,9.0,21.2,2.2,,,,1.0,0.0,,,,,,,,,12.64,Medium Risk,False,Low Risk
06085502800,6085502800,Santa Clara,5.6,25.8,5.4,69.6,9.7,10.2,24.9,2.8,6085502800.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1508.54144800827,,,166.780595454737,,,14.379999999999999,Medium Risk,False,Low Risk
06085502901,6085502901,Santa Clara,5.4,24.9,4.7,69.9,8.0,9.2,24.3,2.4,6085502901.0,California,Santa Clara County,1.0,0.0,0.0,0.0,971.313896417618,,,276.671061933041,,,13.7,Medium Risk,False,Low Risk
06085502902,6085502902,Santa Clara,4.6,25.1,5.0,70.8,6.8,9.1,23.1,2.5,6085502902.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2736.06601196997,,,114.12119049901,,,13.38,Medium Risk,False,Low Risk
06085502903,6085502903,Santa Clara,3.9,26.2,5.1,71.7,6.9,8.9,22.9,2.4,6085502903.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2046.73943942785,,,64.1391930258833,,,13.4,Medium Risk,False,Low Risk
06085502906,6085502906,Santa Clara,6.0,24.7,4.4,68.7,9.1,9.3,25.7,2.4,6085502906.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1134.03917449713,,,205.187935888767,,,14.02,Medium Risk,False,Low Risk
06085502907,6085502907,Santa Clara,4.5,26.9,5.5,71.0,8.6,10.2,24.4,2.8,6085502907.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1542.30795645714,,,169.089604366571,,,14.3,Medium Risk,False,Low Risk
06085502908,6085502908,Santa Clara,6.8,24.7,4.6,69.5,8.1,9.4,24.0,2.4,6085502908.0,California,Santa Clara County,1.0,0.0,0.0,0.0,853.839390277863,,,65.6810752749443,,,13.9,Medium Risk,False,Low Risk
06085502909,6085502909,Santa Clara,6.8,24.2,4.8,68.8,8.2,9.3,25.3,2.5,6085502909.0,California,Santa Clara County,1.0,0.0,0.0,0.0,483.273824691772,,,80.8710913658142,,,14.080000000000002,Medium Risk,False,Low Risk
06085502910,6085502910,Santa Clara,7.6,25.6,5.0,68.8,9.5,9.8,26.0,2.7,6085502910.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,14.8,Medium Risk,False,Low Risk
06085503001,6085503001,Santa Clara,4.5,27.0,5.3,71.6,8.0,9.6,24.5,2.6,6085503001.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3421.77685304452,550.62683391571,,287.227988566548,42.8453853130341,,14.180000000000001,Medium Risk,False,Low Risk
06085503002,6085503002,Santa Clara,6.3,27.7,6.4,70.1,9.6,10.3,25.1,3.3,6085503002.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1016.53058308735,,,171.913259014487,,,15.16,High Risk,False,High Risk: Disease Only
06085503003,6085503003,Santa Clara,5.1,26.4,5.3,70.0,9.4,9.8,25.2,2.6,6085503003.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1835.04616943002,,,216.873197844252,,,14.359999999999996,Medium Risk,False,Low Risk
06085503105,6085503105,Santa Clara,12.9,30.3,6.6,69.1,12.5,16.3,22.4,3.8,6085503105.0,California,Santa Clara County,1.0,0.0,1.0,0.0,890.426171422005,,,351.259244695306,,,17.7,High Risk,False,High Risk: Disease Only
06085503110,6085503110,Santa Clara,18.4,24.7,4.7,63.7,13.5,12.9,27.8,2.8,6085503110.0,California,Santa Clara County,1.0,0.0,0.0,0.0,115.650723934174,,,74.430196762085,,,17.7,High Risk,False,High Risk: Disease Only
06085503111,6085503111,Santa Clara,12.1,25.3,4.9,66.8,10.4,13.2,21.8,2.8,6085503111.0,California,Santa Clara County,1.0,0.0,1.0,0.0,4783.53964792937,,,1470.44846832752,,,15.459999999999999,High Risk,False,High Risk: Disease Only
06085503112,6085503112,Santa Clara,15.8,25.3,5.3,64.1,13.9,12.6,30.0,3.1,6085503112.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,17.8,High Risk,False,High Risk: Disease Only
06085503113,6085503113,Santa Clara,19.2,25.2,5.2,63.9,14.5,12.7,33.0,3.0,6085503113.0,California,Santa Clara County,1.0,0.0,0.0,0.0,18.3284142017365,,,7.85104322433472,,,19.06,High Risk,False,High Risk: Disease Only
06085503116,6085503116,Santa Clara,10.2,25.6,5.4,67.2,12.1,12.2,25.3,3.1,6085503116.0,California,Santa Clara County,1.0,0.0,1.0,0.0,831.243350505829,,,127.920171946287,,,15.74,High Risk,False,High Risk: Disease Only
06085503117,6085503117,Santa Clara,17.3,26.7,5.1,65.4,12.2,13.8,25.7,3.0,6085503117.0,California,Santa Clara County,1.0,0.0,0.0,0.0,337.739604949951,,,161.937116503716,,,17.72,High Risk,False,High Risk: Disease Only
06085503118,6085503118,Santa Clara,13.1,21.5,3.8,63.4,11.5,10.8,25.7,2.3,6085503118.0,California,Santa Clara County,1.0,0.0,1.0,0.0,5472.88387218118,,,1823.933765769,,,14.979999999999999,Medium Risk,False,Low Risk
06085503121,6085503121,Santa Clara,16.2,27.4,5.3,66.7,12.8,13.0,31.6,3.2,6085503121.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1935.89659521822,,,778.576507726801,,,18.700000000000003,High Risk,False,High Risk: Disease Only
06085503122,6085503122,Santa Clara,12.4,30.4,5.6,67.2,14.0,14.9,25.5,3.3,6085503122.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1830.4374406673,,,746.948870982043,,,17.76,High Risk,False,High Risk: Disease Only
06085503123,6085503123,Santa Clara,13.8,27.6,5.6,66.3,13.7,12.5,29.9,3.3,6085503123.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3570.18421132863,32.6731414794922,,1532.95757196844,17.1188335418701,,17.88,High Risk,False,High Risk: Disease Only
06085503124,6085503124,Santa Clara,12.2,24.0,4.6,65.7,12.6,11.2,28.0,2.8,,,,1.0,0.0,,,,,,,,,16.0,High Risk,False,High Risk: Disease Only
06085503125,6085503125,Santa Clara,4.9,21.0,3.5,67.7,6.9,8.3,22.1,1.9,,,,1.0,0.0,,,,,,,,,11.96,Medium Risk,False,Low Risk
06085503126,6085503126,Santa Clara,8.2,23.4,4.3,66.6,11.7,11.0,23.4,2.6,,,,1.0,0.0,,,,,,,,,14.059999999999999,Medium Risk,False,Low Risk
06085503127,6085503127,Santa Clara,5.1,21.6,3.9,67.3,8.2,8.2,21.4,2.1,,,,1.0,0.0,,,,,,,,,12.040000000000001,Medium Risk,False,Low Risk
06085503207,6085503207,Santa Clara,7.1,27.8,5.3,69.8,9.9,14.5,19.2,3.0,6085503207.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1725.37282410264,,,376.752234047279,,,14.779999999999998,Medium Risk,False,Low Risk
06085503208,6085503208,Santa Clara,14.5,25.6,5.0,66.2,10.4,12.6,26.5,2.8,6085503208.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1566.43863940239,22.5518188476563,,355.925967007875,5.72460651397705,,16.84,High Risk,False,High Risk: Disease Only
06085503210,6085503210,Santa Clara,12.2,24.2,4.8,66.7,10.0,12.7,22.5,2.7,6085503210.0,California,Santa Clara County,1.0,0.0,0.0,0.0,346.56254838407,,,51.2182036153972,,,15.280000000000001,High Risk,False,High Risk: Disease Only
06085503211,6085503211,Santa Clara,11.5,27.5,5.7,67.8,11.6,14.6,22.1,3.2,6085503211.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3683.36859637499,,,523.233420759439,,,16.28,High Risk,False,High Risk: Disease Only
06085503212,6085503212,Santa Clara,9.0,27.6,4.6,69.3,8.8,12.6,19.3,2.5,6085503212.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1509.09381580353,,,469.337833702564,,,14.62,Medium Risk,False,Low Risk
06085503213,6085503213,Santa Clara,12.5,28.3,5.4,68.2,11.9,14.7,22.9,3.2,6085503213.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1034.32656109333,,,358.108236014843,,,16.759999999999998,High Risk,False,High Risk: Disease Only
06085503217,6085503217,Santa Clara,16.8,24.0,4.6,65.6,10.9,12.7,28.0,2.7,6085503217.0,California,Santa Clara County,1.0,0.0,1.0,0.0,888.202536404133,,,322.292189620435,,,17.22,High Risk,False,High Risk: Disease Only
06085503218,6085503218,Santa Clara,20.8,25.2,5.1,63.4,13.9,13.6,30.2,3.1,6085503218.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,18.979999999999997,High Risk,False,High Risk: Disease Only
06085503219,6085503219,Santa Clara,14.8,27.2,5.6,66.1,13.7,15.0,25.3,3.4,,,,1.0,0.0,,,,,,,,,17.580000000000002,High Risk,False,High Risk: Disease Only
06085503220,6085503220,Santa Clara,12.9,23.5,4.1,65.1,9.9,11.1,25.7,2.3,,,,1.0,0.0,,,,,,,,,15.460000000000003,High Risk,False,High Risk: Disease Only
06085503221,6085503221,Santa Clara,13.0,30.8,6.8,70.8,11.9,17.5,22.0,4.0,,,,1.0,0.0,,,,,,,,,18.02,High Risk,False,High Risk: Disease Only
06085503222,6085503222,Santa Clara,13.4,25.9,4.9,65.5,12.0,13.5,22.8,2.9,,,,1.0,0.0,,,,,,,,,16.1,High Risk,False,High Risk: Disease Only
06085503304,6085503304,Santa Clara,13.6,28.7,6.4,68.0,11.6,15.7,22.4,3.7,6085503304.0,California,Santa Clara County,1.0,0.0,1.0,0.0,2231.01449742913,,,486.024953640997,,,17.36,High Risk,False,High Risk: Disease Only
06085503305,6085503305,Santa Clara,14.4,29.0,6.8,67.6,14.8,17.7,24.9,4.2,6085503305.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,18.560000000000002,High Risk,False,High Risk: Disease Only
06085503306,6085503306,Santa Clara,16.6,26.7,5.3,66.7,10.5,14.0,25.0,3.0,6085503306.0,California,Santa Clara County,1.0,0.0,0.0,0.0,297.120957970619,,,167.338962227106,,,17.52,High Risk,False,High Risk: Disease Only
06085503312,6085503312,Santa Clara,8.5,26.2,5.2,69.2,8.7,11.5,23.3,2.7,6085503312.0,California,Santa Clara County,0.0,0.0,0.0,0.0,3364.99992942526,3076.52133750632,,518.659803435136,433.712209746172,,14.940000000000001,Medium Risk,False,Low Risk
06085503313,6085503313,Santa Clara,6.3,25.4,5.3,72.1,7.1,12.7,19.3,2.8,6085503313.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4582.00000682101,2626.76159443334,,465.802443496767,269.360984241473,,13.8,Medium Risk,False,Low Risk
06085503315,6085503315,Santa Clara,10.0,23.3,4.0,67.4,9.1,11.3,20.4,2.3,6085503315.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,13.8,Medium Risk,False,Low Risk
06085503321,6085503321,Santa Clara,6.7,26.5,4.9,70.1,8.8,13.9,16.6,2.7,6085503321.0,California,Santa Clara County,1.0,0.0,0.0,0.0,299.436443328857,,,45.435959815979,,,13.720000000000002,Medium Risk,False,Low Risk
06085503322,6085503322,Santa Clara,10.6,27.1,5.6,69.0,9.5,13.5,22.9,3.2,6085503322.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4173.00000724662,2946.17421364505,,682.83253589063,432.359442738118,,15.939999999999998,High Risk,False,High Risk: Disease Only
06085503323,6085503323,Santa Clara,7.8,25.2,4.5,69.7,8.5,12.0,20.7,2.5,6085503323.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3162.47161906958,227.274753570557,,401.706197872292,21.4513922929764,,14.040000000000001,Medium Risk,False,Low Risk
06085503324,6085503324,Santa Clara,6.5,25.8,4.6,71.1,6.8,12.3,17.1,2.5,6085503324.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1793.16805592179,,,325.688392255455,,,13.26,Medium Risk,False,Low Risk
06085503325,6085503325,Santa Clara,7.8,25.7,4.8,68.4,10.0,13.2,19.9,2.7,6085503325.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1377.19449996948,,,171.13056230545,,,14.279999999999998,Medium Risk,False,Low Risk
06085503326,6085503326,Santa Clara,4.4,23.4,3.9,68.8,8.7,11.8,15.8,2.2,6085503326.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3631.52762213163,254.62760627456,,295.075060762989,20.6620184337371,,11.86,Medium Risk,False,Low Risk
06085503327,6085503327,Santa Clara,7.1,28.5,5.9,70.5,8.9,13.2,20.8,3.1,6085503327.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1579.62293899059,,,308.248475771863,,,15.1,High Risk,False,High Risk: Disease Only
06085503329,6085503329,Santa Clara,3.5,23.3,3.7,70.4,6.3,10.7,16.0,2.0,6085503329.0,California,Santa Clara County,1.0,0.0,0.0,0.0,92.8378125429153,,,5.70382161438465,,,11.440000000000001,Medium Risk,False,Low Risk
06085503330,6085503330,Santa Clara,3.2,21.0,3.2,70.7,5.0,9.9,14.2,1.8,6085503330.0,California,Santa Clara County,1.0,0.0,0.0,0.0,5772.15867379072,1142.75273187223,,372.531760032355,46.1816983994293,,10.3,Medium Risk,False,Low Risk
06085503331,6085503331,Santa Clara,5.4,33.7,8.0,76.0,7.8,14.6,21.4,4.0,6085503331.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3173.00001817942,1619.21001988649,,246.621518399566,170.71836464107,,16.62,High Risk,False,High Risk: Disease Only
06085503332,6085503332,Santa Clara,3.7,37.4,9.4,79.9,5.9,13.9,19.5,4.3,6085503332.0,California,Santa Clara County,1.0,0.0,0.0,0.0,5363.00002358737,4963.62144337478,,478.06116380397,402.906971497869,,16.779999999999998,High Risk,False,High Risk: Disease Only
06085503333,6085503333,Santa Clara,6.2,24.1,4.2,69.3,7.7,11.1,20.6,2.3,6085503333.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4256.10938289762,,,397.963032802567,,,13.24,Medium Risk,False,Low Risk
06085503336,6085503336,Santa Clara,9.2,25.7,4.8,69.0,8.8,13.4,20.6,2.7,6085503336.0,California,Santa Clara County,1.0,0.0,0.0,0.0,116.171727180481,,,21.7777879238129,,,14.74,Medium Risk,False,Low Risk
06085503337,6085503337,Santa Clara,8.3,25.0,4.4,69.3,8.5,12.5,19.1,2.5,6085503337.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1050.9665496517,,,303.161627225112,,,13.86,Medium Risk,False,Low Risk
06085503338,6085503338,Santa Clara,3.5,22.6,3.6,70.4,6.4,10.2,15.8,1.9,,,,1.0,0.0,,,,,,,,,11.14,Medium Risk,False,Low Risk
06085503339,6085503339,Santa Clara,3.3,24.8,4.3,72.2,5.9,10.4,17.1,2.2,,,,1.0,0.0,,,,,,,,,11.98,Medium Risk,False,Low Risk
06085503401,6085503401,Santa Clara,20.8,25.5,5.4,63.7,12.8,13.9,30.4,3.1,6085503401.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1091.45473063737,,,331.999441666529,,,19.2,High Risk,False,High Risk: Disease Only
06085503402,6085503402,Santa Clara,19.9,25.8,5.9,66.0,12.8,14.9,29.0,3.5,6085503402.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1490.36140394211,,,858.730287104845,,,19.1,High Risk,False,High Risk: Disease Only
06085503504,6085503504,Santa Clara,17.9,25.0,5.0,65.6,10.2,13.1,28.7,2.8,6085503504.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1549.54040646553,,,343.426580652595,,,17.939999999999998,High Risk,False,High Risk: Disease Only
06085503506,6085503506,Santa Clara,17.2,26.9,5.3,64.7,13.8,14.1,28.4,3.1,6085503506.0,California,Santa Clara County,1.0,0.0,1.0,0.0,4290.90160935,,,1376.47328015498,,,18.38,High Risk,False,High Risk: Disease Only
06085503507,6085503507,Santa Clara,18.7,24.9,4.9,64.2,12.1,13.0,29.3,2.8,6085503507.0,California,Santa Clara County,1.0,0.0,0.0,0.0,229.182173728943,,,61.7281500101089,,,18.16,High Risk,False,High Risk: Disease Only
06085503508,6085503508,Santa Clara,18.4,25.1,5.1,64.1,12.1,12.8,28.9,2.9,6085503508.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3082.85558366776,,,984.546853020787,,,18.060000000000002,High Risk,False,High Risk: Disease Only
06085503509,6085503509,Santa Clara,15.7,24.5,4.9,63.7,12.2,12.7,25.4,2.8,6085503509.0,California,Santa Clara County,1.0,1.0,1.0,1.0,4039.99995748326,2318.30721084401,,1087.95522399247,575.658127889037,,16.64,High Risk,True,High Risk: Desert + Disease
06085503510,6085503510,Santa Clara,16.7,24.2,4.9,65.3,10.4,12.3,28.4,2.7,6085503510.0,California,Santa Clara County,1.0,0.0,1.0,0.0,2115.55999445915,,,574.956710547209,,,17.3,High Risk,False,High Risk: Disease Only
06085503511,6085503511,Santa Clara,12.6,26.9,5.5,66.3,12.4,14.3,23.6,3.2,6085503511.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3664.99994039536,29.0256538391113,,785.951117694378,8.14532375335693,,16.580000000000002,High Risk,False,High Risk: Disease Only
06085503601,6085503601,Santa Clara,16.0,25.8,5.7,64.5,14.4,12.8,29.1,3.3,6085503601.0,California,Santa Clara County,1.0,0.0,0.0,0.0,64.4687747955322,,,32.7949855327606,,,17.880000000000003,High Risk,False,High Risk: Disease Only
06085503602,6085503602,Santa Clara,17.0,24.9,4.9,66.2,10.5,12.7,26.9,2.8,6085503602.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,17.28,High Risk,False,High Risk: Disease Only
06085503703,6085503703,Santa Clara,18.9,24.8,4.7,64.5,11.5,13.0,28.4,2.7,6085503703.0,California,Santa Clara County,1.0,0.0,0.0,0.0,409.062692642212,,,141.132997512817,,,17.959999999999997,High Risk,False,High Risk: Disease Only
06085503707,6085503707,Santa Clara,13.2,23.9,4.5,67.4,10.4,13.0,25.1,2.7,6085503707.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1833.72735772654,,,444.309865356423,,,15.940000000000001,High Risk,False,High Risk: Disease Only
06085503708,6085503708,Santa Clara,8.6,28.8,5.6,68.9,11.6,15.6,19.6,3.3,6085503708.0,California,Santa Clara County,1.0,0.0,1.0,0.0,594.62288376689,,,87.6414664722979,,,15.639999999999997,High Risk,False,High Risk: Disease Only
06085503709,6085503709,Santa Clara,12.9,29.6,5.7,68.3,13.2,15.6,23.1,3.6,6085503709.0,California,Santa Clara County,1.0,0.0,1.0,0.0,2891.42034849687,,,1915.0221947587,,,17.380000000000003,High Risk,False,High Risk: Disease Only
06085503710,6085503710,Santa Clara,16.6,27.9,6.0,66.8,11.7,14.9,26.9,3.5,6085503710.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3065.45134993084,,,1476.68172113784,,,18.459999999999997,High Risk,False,High Risk: Disease Only
06085503711,6085503711,Santa Clara,20.0,25.2,5.1,64.5,12.4,13.4,30.8,3.0,6085503711.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1173.00913536549,,,529.744111612439,,,18.9,High Risk,False,High Risk: Disease Only
06085503712,6085503712,Santa Clara,16.1,30.7,6.6,70.2,11.4,16.3,25.0,4.0,6085503712.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1495.751525948,,,640.092394994776,,,18.939999999999998,High Risk,False,High Risk: Disease Only
06085503713,6085503713,Santa Clara,19.8,31.0,7.1,67.6,14.0,16.6,28.5,4.3,6085503713.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,20.6,Critical Risk,False,High Risk: Disease Only
06085503802,6085503802,Santa Clara,10.7,25.7,5.0,67.0,10.8,12.3,23.5,2.8,6085503802.0,California,Santa Clara County,1.0,0.0,1.0,0.0,2866.08512291056,,,773.318036599419,,,15.440000000000001,High Risk,False,High Risk: Disease Only
06085503803,6085503803,Santa Clara,8.6,28.0,5.3,69.2,10.6,13.7,20.0,3.0,6085503803.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3337.80279558897,,,894.687882825732,,,15.12,High Risk,False,High Risk: Disease Only
06085503804,6085503804,Santa Clara,10.1,26.2,5.4,68.0,11.5,13.4,21.6,3.1,6085503804.0,California,Santa Clara County,1.0,0.0,0.0,0.0,902.347466923296,,,100.945556568913,,,15.34,High Risk,False,High Risk: Disease Only
06085503902,6085503902,Santa Clara,17.4,26.3,5.4,65.4,12.4,13.1,28.5,3.1,6085503902.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1205.58690121491,,,361.035964865936,,,18.139999999999997,High Risk,False,High Risk: Disease Only
06085503903,6085503903,Santa Clara,12.2,26.6,5.8,67.9,10.5,13.8,23.6,3.2,6085503903.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,16.400000000000002,High Risk,False,High Risk: Disease Only
06085504001,6085504001,Santa Clara,16.3,25.1,4.9,64.8,12.0,12.8,29.2,2.8,6085504001.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,17.66,High Risk,False,High Risk: Disease Only
06085504002,6085504002,Santa Clara,14.8,25.4,5.2,65.7,11.6,13.4,26.8,3.0,6085504002.0,California,Santa Clara County,1.0,0.0,1.0,0.0,740.340055465698,,,151.629663586617,,,17.12,High Risk,False,High Risk: Disease Only
06085504101,6085504101,Santa Clara,17.7,26.4,5.9,64.7,13.9,13.8,28.9,3.4,6085504101.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3513.5068286212,5.67774295806885,,1269.58672212312,0.888796091079712,,18.54,High Risk,False,High Risk: Disease Only
06085504102,6085504102,Santa Clara,18.1,26.8,5.7,65.6,13.3,14.2,30.1,3.3,6085504102.0,California,Santa Clara County,1.0,0.0,1.0,0.0,2294.15618222207,133.790613651276,,296.986929096282,14.2358058691025,,18.98,High Risk,False,High Risk: Disease Only
06085504201,6085504201,Santa Clara,6.9,25.9,5.4,69.8,8.1,10.6,24.1,2.7,6085504201.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3546.21297422051,566.171173516654,,328.023473009428,56.6737287705373,,14.580000000000002,Medium Risk,False,Low Risk
06085504202,6085504202,Santa Clara,7.0,27.4,5.6,70.6,8.3,11.6,23.8,2.8,6085504202.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4529.99998895184,2698.35727890453,,368.377371744391,199.780254756937,,15.080000000000002,High Risk,False,High Risk: Disease Only
06085504307,6085504307,Santa Clara,6.3,24.4,4.3,70.3,7.4,11.4,17.9,2.3,6085504307.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1483.1640920639,,,249.997748017311,,,12.86,Medium Risk,False,Low Risk
06085504308,6085504308,Santa Clara,6.1,28.5,6.0,71.3,8.1,13.1,19.3,3.3,6085504308.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4415.00004653565,2848.94487534396,,632.035607918711,509.636203425551,,14.6,Medium Risk,False,Low Risk
06085504311,6085504311,Santa Clara,4.8,22.0,3.6,68.0,7.4,10.6,16.1,2.1,6085504311.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4214.60323810577,263.148988723755,,907.693170279264,66.7315604686737,,11.419999999999998,Medium Risk,False,Low Risk
06085504314,6085504314,Santa Clara,5.5,25.3,4.4,70.4,7.4,11.8,17.9,2.4,6085504314.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3026.28669434786,766.502705156803,,815.458097577095,266.381547927856,,12.98,Medium Risk,False,Low Risk
06085504315,6085504315,Santa Clara,5.2,24.1,4.2,70.2,6.8,11.3,17.5,2.2,6085504315.0,California,Santa Clara County,1.0,0.0,0.0,0.0,5882.22917796241,2486.65454586502,,879.302421484084,461.808622892248,,12.46,Medium Risk,False,Low Risk
06085504316,6085504316,Santa Clara,6.5,24.8,4.4,68.3,9.2,12.0,18.1,2.4,6085504316.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3713.18172597885,37.4228324890137,,489.401361167431,8.33242797851563,,13.16,Medium Risk,False,Low Risk
06085504317,6085504317,Santa Clara,5.9,24.8,4.7,70.3,6.8,11.9,16.3,2.5,6085504317.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2166.20543476939,224.670394897461,,153.125570842996,14.2920095324516,,12.72,Medium Risk,False,Low Risk
06085504318,6085504318,Santa Clara,10.4,24.7,4.7,66.9,10.5,12.3,22.1,2.7,6085504318.0,California,Santa Clara County,1.0,1.0,1.0,1.0,5187.79896156209,539.478514373302,,1887.248383597,149.330779016018,,14.84,Medium Risk,True,Moderate Risk: Desert Only
06085504319,6085504319,Santa Clara,5.5,21.8,3.6,68.7,6.7,10.1,17.2,1.9,6085504319.0,California,Santa Clara County,1.0,0.0,0.0,0.0,6758.07929628016,2360.89575719135,,1376.80709443334,470.237398049794,,11.64,Medium Risk,False,Low Risk
06085504320,6085504320,Santa Clara,6.1,27.7,5.6,71.1,9.4,14.4,18.3,3.1,6085504320.0,California,Santa Clara County,1.0,0.0,0.0,0.0,556.816431760788,,,55.5545209050179,,,14.419999999999998,Medium Risk,False,Low Risk
06085504321,6085504321,Santa Clara,6.4,23.9,4.4,67.7,9.4,11.7,18.0,2.5,6085504321.0,California,Santa Clara County,1.0,0.0,0.0,0.0,136.147613525391,,,9.80939340591431,,,12.88,Medium Risk,False,Low Risk
06085504322,6085504322,Santa Clara,5.2,18.6,2.6,65.0,7.5,7.7,17.4,1.5,6085504322.0,California,Santa Clara County,1.0,0.0,0.0,0.0,252.640863766894,,,47.4609677186236,,,10.3,Medium Risk,False,Low Risk
06085504323,6085504323,Santa Clara,6.1,22.5,4.0,67.7,8.1,11.0,16.8,2.2,6085504323.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2547.1763594225,,,439.377247255296,,,12.08,Medium Risk,False,Low Risk
06085504410,6085504410,Santa Clara,9.1,27.6,4.9,68.9,10.2,12.9,19.8,2.8,6085504410.0,California,Santa Clara County,1.0,0.0,0.0,0.0,688.819029420614,,,43.3069710694253,,,14.86,Medium Risk,False,Low Risk
06085504411,6085504411,Santa Clara,7.0,25.6,4.9,69.0,9.5,12.5,19.1,2.7,6085504411.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4140.718630597,383.19814658165,,380.020593876019,29.8931457698345,,13.819999999999999,Medium Risk,False,Low Risk
06085504412,6085504412,Santa Clara,8.4,24.2,4.2,67.3,9.4,11.8,19.2,2.4,6085504412.0,California,Santa Clara County,1.0,0.0,1.0,0.0,2251.18279743195,,,421.779438048601,,,13.560000000000002,Medium Risk,False,Low Risk
06085504413,6085504413,Santa Clara,4.5,27.0,5.0,72.5,6.1,12.6,15.1,2.8,6085504413.0,California,Santa Clara County,1.0,0.0,0.0,0.0,43.1593112945557,,,6.19447219371796,,,12.84,Medium Risk,False,Low Risk
06085504414,6085504414,Santa Clara,4.9,26.4,5.1,72.2,6.3,13.2,15.7,2.8,6085504414.0,California,Santa Clara County,1.0,0.0,0.0,0.0,864.566998956725,,,96.5582327042939,,,13.059999999999999,Medium Risk,False,Low Risk
06085504415,6085504415,Santa Clara,4.7,25.7,4.6,71.0,6.9,11.7,16.7,2.5,6085504415.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4968.48938596249,712.294624328613,,810.189482927322,106.461220651865,,12.680000000000001,Medium Risk,False,Low Risk
