tract_fips,location_name,county_name,no_insurance_pct,high_bp_prevalence,heart_disease_prevalence,annual_checkup_pct,smoking_prevalence,diabetes_prevalence,obesity_prevalence,stroke_prevalence,CensusTract,State,County,Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,lapophalf,lapop1,lapop10,lalowihalf,lalowi1,lalowi10,health_risk_score,health_risk_category,is_food_desert,combined_risk
06085504416,6085504416,Santa Clara,5.1,23.7,4.0,69.2,7.9,10.6,17.4,2.1,6085504416.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1124.54071235657,,,124.577824115753,,,12.16,Medium Risk,False,Low Risk
06085504418,6085504418,Santa Clara,10.4,24.8,4.8,66.8,11.2,12.8,21.0,2.8,6085504418.0,California,Santa Clara County,1.0,0.0,0.0,0.0,264.706008672714,,,66.2818434238434,,,14.760000000000002,Medium Risk,False,Low Risk
06085504421,6085504421,Santa Clara,5.2,25.5,4.8,70.7,7.5,12.5,17.3,2.6,6085504421.0,California,Santa Clara County,1.0,0.0,0.0,0.0,458.266076834872,,,60.0651069196174,,,13.059999999999999,Medium Risk,False,Low Risk
06085504422,6085504422,Santa Clara,7.8,26.4,5.3,70.9,8.8,13.9,19.7,3.0,6085504422.0,California,Santa Clara County,1.0,0.0,0.0,0.0,231.866661429405,,,27.391151279211,,,14.62,Medium Risk,False,Low Risk
06085504423,6085504423,Santa Clara,6.1,25.4,4.9,69.1,8.6,11.5,19.8,2.6,6085504423.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2372.99999185652,,,373.981233439408,,,13.540000000000001,Medium Risk,False,Low Risk
06085504424,6085504424,Santa Clara,5.3,26.6,5.1,71.0,8.9,13.3,17.9,2.8,,,,1.0,0.0,,,,,,,,,13.64,Medium Risk,False,Low Risk
06085504505,6085504505,Santa Clara,4.3,16.6,2.3,64.4,5.6,6.7,15.1,1.3,6085504505.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4397.71026527882,591.768764615059,,1025.97546429932,121.048391833901,,9.0,Low Risk,False,Low Risk
06085504506,6085504506,Santa Clara,5.6,23.4,3.8,68.0,8.4,10.5,17.4,2.1,6085504506.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1873.63508073241,,,275.409933519666,,,12.139999999999999,Medium Risk,False,Low Risk
06085504507,6085504507,Santa Clara,6.7,24.6,4.6,69.2,8.9,11.9,18.7,2.5,6085504507.0,California,Santa Clara County,1.0,0.0,0.0,0.0,836.809326648712,,,182.939527988434,,,13.3,Medium Risk,False,Low Risk
06085504508,6085504508,Santa Clara,13.2,20.1,3.2,60.1,11.9,9.0,22.8,1.9,,,,1.0,0.0,,,,,,,,,13.66,Medium Risk,False,Low Risk
06085504509,6085504509,Santa Clara,3.3,13.2,1.5,64.1,3.7,5.1,12.8,0.9,,,,1.0,0.0,,,,,,,,,7.179999999999998,Low Risk,False,Low Risk
06085504510,6085504510,Santa Clara,4.8,18.4,2.7,65.8,7.3,8.2,15.7,1.6,,,,1.0,0.0,,,,,,,,,9.959999999999999,Low Risk,False,Low Risk
06085504601,6085504601,Santa Clara,8.2,23.9,4.8,66.0,10.9,10.2,25.7,2.6,6085504601.0,California,Santa Clara County,1.0,0.0,1.0,0.0,813.727352709742,113.478805221617,,215.141574262059,30.0026885960251,,14.559999999999999,Medium Risk,False,Low Risk
06085504602,6085504602,Santa Clara,13.6,26.6,5.4,65.8,11.6,12.3,27.2,3.0,6085504602.0,California,Santa Clara County,1.0,1.0,1.0,1.0,2096.98870491024,1303.3372231086,,332.279168548323,206.52081117223,,17.02,High Risk,True,High Risk: Desert + Disease
06085504700,6085504700,Santa Clara,6.1,17.5,2.6,62.7,10.0,6.0,26.1,1.5,6085504700.0,California,Santa Clara County,1.0,1.0,1.0,1.0,718.999998569489,482.057231903076,,228.724594116211,153.349575042725,,11.66,Medium Risk,True,Moderate Risk: Desert Only
06085504802,6085504802,Santa Clara,7.2,23.4,4.4,68.2,8.2,10.5,20.7,2.4,6085504802.0,California,Santa Clara County,1.0,0.0,0.0,0.0,145.580665938556,,,28.7663900516927,,,13.24,Medium Risk,False,Low Risk
06085504805,6085504805,Santa Clara,6.3,25.3,4.9,68.5,9.0,10.2,22.9,2.6,6085504805.0,California,Santa Clara County,1.0,0.0,0.0,0.0,692.559813201195,,,150.888957894407,,,13.919999999999998,Medium Risk,False,Low Risk
06085504806,6085504806,Santa Clara,8.1,25.2,4.8,67.8,9.3,11.7,21.7,2.6,6085504806.0,California,Santa Clara County,1.0,0.0,0.0,0.0,767.392446517944,,,120.502064228058,,,14.3,Medium Risk,False,Low Risk
06085504807,6085504807,Santa Clara,3.7,16.3,2.4,65.5,4.2,5.7,15.5,1.2,,,,1.0,0.0,,,,,,,,,8.720000000000002,Low Risk,False,Low Risk
06085504808,6085504808,Santa Clara,9.3,22.9,4.1,66.4,9.7,10.1,25.3,2.3,,,,1.0,0.0,,,,,,,,,14.34,Medium Risk,False,Low Risk
06085504902,6085504902,Santa Clara,4.1,17.5,2.5,65.9,6.2,7.1,17.6,1.4,,,,1.0,0.0,,,,,,,,,9.760000000000002,Low Risk,False,Low Risk
06085504903,6085504903,Santa Clara,3.9,14.5,1.9,63.4,6.0,5.4,16.1,1.1,,,,1.0,0.0,,,,,,,,,8.360000000000001,Low Risk,False,Low Risk
06085505006,6085505006,Santa Clara,3.5,13.4,1.6,61.6,6.4,4.7,16.4,1.0,6085505006.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3857.00194128157,3795.8782211118,,285.463895062113,281.162200769581,,7.92,Low Risk,False,Low Risk
06085505007,6085505007,Santa Clara,8.0,26.6,5.5,69.2,9.7,12.3,21.3,3.0,6085505007.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2166.13173902035,61.4835851043463,,374.246341651378,3.11121754487976,,14.74,Medium Risk,False,Low Risk
06085505010,6085505010,Santa Clara,5.4,21.4,3.6,67.6,7.1,9.5,19.0,2.0,,,,1.0,0.0,,,,,,,,,11.78,Medium Risk,False,Low Risk
06085505011,6085505011,Santa Clara,4.3,17.4,2.5,65.5,5.5,6.8,17.5,1.4,,,,1.0,0.0,,,,,,,,,9.7,Low Risk,False,Low Risk
06085505012,6085505012,Santa Clara,2.9,10.6,1.2,61.1,3.9,3.3,14.9,0.7,,,,1.0,0.0,,,,,,,,,6.58,Low Risk,False,Low Risk
06085505013,6085505013,Santa Clara,3.8,11.0,1.2,60.1,5.3,3.6,15.0,0.7,,,,1.0,0.0,,,,,,,,,6.92,Low Risk,False,Low Risk
06085505014,6085505014,Santa Clara,5.8,17.5,2.5,62.6,8.6,6.7,20.5,1.5,,,,1.0,0.0,,,,,,,,,10.6,Medium Risk,False,Low Risk
06085505015,6085505015,Santa Clara,7.2,17.0,2.7,62.3,8.4,6.9,20.4,1.5,,,,1.0,0.0,,,,,,,,,10.84,Medium Risk,False,Low Risk
06085505100,6085505100,Santa Clara,8.4,21.6,3.8,66.9,8.2,9.2,23.4,2.2,6085505100.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3011.32786211465,2011.37356185261,,909.165590281598,568.011463816278,,13.280000000000001,Medium Risk,False,Low Risk
06085505202,6085505202,Santa Clara,8.3,20.4,3.5,64.6,8.7,8.2,22.8,1.9,6085505202.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1304.76534984396,8.69665458297823,,396.699025233637,3.46816661691992,,12.64,Medium Risk,False,Low Risk
06085505203,6085505203,Santa Clara,6.9,14.3,2.4,61.8,8.7,5.4,22.6,1.5,6085505203.0,California,Santa Clara County,1.0,0.0,1.0,0.0,954.861599504948,,,304.063440203667,,,10.32,Medium Risk,False,Low Risk
06085505301,6085505301,Santa Clara,5.8,19.6,3.0,65.7,6.8,7.8,20.1,1.6,6085505301.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2785.51997798681,,,665.717706777155,,,11.26,Medium Risk,False,Low Risk
06085505302,6085505302,Santa Clara,5.6,23.5,4.4,69.7,6.2,9.4,20.0,2.2,6085505302.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3486.2016261071,,,619.501963999122,,,12.58,Medium Risk,False,Low Risk
06085505303,6085505303,Santa Clara,7.8,21.7,3.9,65.3,10.1,9.6,22.3,2.2,6085505303.0,California,Santa Clara County,1.0,0.0,0.0,0.0,177.454171389341,,,31.2997737079859,,,13.059999999999999,Medium Risk,False,Low Risk
06085505304,6085505304,Santa Clara,6.1,25.1,4.8,69.3,8.3,10.5,20.7,2.5,6085505304.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2025.81738784909,,,166.762361001223,,,13.440000000000001,Medium Risk,False,Low Risk
06085505305,6085505305,Santa Clara,4.7,22.0,3.9,69.1,5.4,8.3,18.6,1.9,6085505305.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1030.36092733592,,,118.901035819203,,,11.500000000000002,Medium Risk,False,Low Risk
06085505401,6085505401,Santa Clara,4.9,17.3,2.8,65.3,6.4,6.9,18.1,1.5,6085505401.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,10.0,Low Risk,False,Low Risk
06085505402,6085505402,Santa Clara,6.1,25.1,4.6,69.4,7.8,10.1,21.5,2.4,6085505402.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1222.88147819042,,,198.595333904028,,,13.48,Medium Risk,False,Low Risk
06085505403,6085505403,Santa Clara,5.6,18.2,3.2,63.6,9.6,7.6,19.9,1.8,6085505403.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,10.9,Medium Risk,False,Low Risk
06085505500,6085505500,Santa Clara,5.6,23.8,4.4,68.6,8.2,9.2,23.2,2.3,6085505500.0,California,Santa Clara County,1.0,0.0,0.0,0.0,642.513719558716,,,95.09337246418,,,13.239999999999998,Medium Risk,False,Low Risk
06085505600,6085505600,Santa Clara,6.4,18.6,3.3,64.3,7.9,6.6,21.5,1.8,6085505600.0,California,Santa Clara County,1.0,0.0,1.0,0.0,1860.15995264053,,,641.63631695509,,,11.28,Medium Risk,False,Low Risk
06085505700,6085505700,Santa Clara,6.6,21.5,4.0,66.6,8.7,8.5,25.3,2.3,6085505700.0,California,Santa Clara County,1.0,0.0,1.0,0.0,3505.4486706499,,,1645.05135123269,,,13.179999999999998,Medium Risk,False,Low Risk
06085505800,6085505800,Santa Clara,5.6,25.2,4.6,69.2,8.4,9.2,24.5,2.4,6085505800.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3051.54342883825,,,214.589070416347,,,13.819999999999999,Medium Risk,False,Low Risk
06085505901,6085505901,Santa Clara,5.1,21.8,3.9,67.1,8.4,8.4,21.1,2.0,,,,1.0,0.0,,,,,,,,,12.06,Medium Risk,False,Low Risk
06085505902,6085505902,Santa Clara,6.8,25.5,5.3,68.5,9.0,9.8,23.3,2.8,,,,1.0,0.0,,,,,,,,,14.14,Medium Risk,False,Low Risk
06085506000,6085506000,Santa Clara,5.4,21.7,3.9,68.3,6.8,8.0,21.6,2.0,6085506000.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2580.48306587338,,,448.937913901871,,,12.120000000000001,Medium Risk,False,Low Risk
06085506101,6085506101,Santa Clara,5.0,25.6,5.0,70.0,7.9,9.8,21.3,2.5,6085506101.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1539.65147772431,,,121.765437084716,,,13.34,Medium Risk,False,Low Risk
06085506102,6085506102,Santa Clara,3.8,21.9,4.2,68.7,6.3,8.5,18.7,2.1,6085506102.0,California,Santa Clara County,1.0,0.0,0.0,0.0,59.27787733078,,,3.24690088629723,,,11.419999999999998,Medium Risk,False,Low Risk
06085506103,6085506103,Santa Clara,4.2,23.2,4.1,69.8,6.2,9.6,18.7,2.1,6085506103.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1686.49674606063,,,216.27364420915,,,11.959999999999999,Medium Risk,False,Low Risk
06085506202,6085506202,Santa Clara,4.1,25.5,4.9,71.2,7.1,10.2,19.1,2.5,6085506202.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3761.54981562495,,,268.785398530657,,,12.760000000000002,Medium Risk,False,Low Risk
06085506203,6085506203,Santa Clara,5.6,18.6,3.0,67.0,6.6,8.0,18.0,1.7,6085506203.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,10.64,Medium Risk,False,Low Risk
06085506204,6085506204,Santa Clara,4.1,22.4,3.8,70.1,6.4,9.3,18.4,2.0,6085506204.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1623.81841746811,,,28.2124058875434,,,11.6,Medium Risk,False,Low Risk
06085506301,6085506301,Santa Clara,7.0,22.9,4.0,67.6,8.3,9.1,23.3,2.2,6085506301.0,California,Santa Clara County,1.0,0.0,0.0,0.0,946.113262176514,,,197.695618957281,,,13.26,Medium Risk,False,Low Risk
06085506302,6085506302,Santa Clara,4.9,23.0,4.2,69.1,7.0,8.8,21.6,2.1,6085506302.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1767.15340420604,,,71.05797261931,,,12.5,Medium Risk,False,Low Risk
06085506304,6085506304,Santa Clara,6.8,20.1,3.2,65.6,8.4,8.0,23.0,1.8,6085506304.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2003.20968818665,,,448.87214756012,,,12.22,Medium Risk,False,Low Risk
06085506305,6085506305,Santa Clara,10.9,24.3,4.8,66.7,11.4,11.2,27.8,2.8,6085506305.0,California,Santa Clara County,1.0,0.0,1.0,0.0,7012.24937546253,,,2072.54770697653,,,15.8,High Risk,False,High Risk: Disease Only
06085506401,6085506401,Santa Clara,6.2,22.9,3.8,67.4,8.0,8.2,23.3,2.0,6085506401.0,California,Santa Clara County,1.0,0.0,1.0,0.0,576.497728824615,,,94.2952441871166,,,12.879999999999999,Medium Risk,False,Low Risk
06085506402,6085506402,Santa Clara,7.4,24.4,4.7,66.9,10.4,9.5,25.6,2.5,6085506402.0,California,Santa Clara County,1.0,0.0,0.0,0.0,194.524407945573,,,23.2813775166869,,,14.319999999999999,Medium Risk,False,Low Risk
06085506502,6085506502,Santa Clara,5.2,22.8,4.0,66.2,9.8,7.8,25.9,2.1,6085506502.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1239.83584896901,0.0958797708153725,,213.335776267764,0.010498708114028,,13.14,Medium Risk,False,Low Risk
06085506503,6085506503,Santa Clara,7.7,28.7,6.2,69.3,11.0,11.0,25.3,3.4,6085506503.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1573.22517220676,,,390.307823857293,,,15.780000000000001,High Risk,False,High Risk: Disease Only
06085506504,6085506504,Santa Clara,14.4,19.9,3.7,62.0,13.7,9.4,29.4,2.2,,,,1.0,0.0,,,,,,,,,15.36,High Risk,False,High Risk: Disease Only
06085506505,6085506505,Santa Clara,10.9,23.2,4.4,66.2,10.4,10.2,26.9,2.5,,,,1.0,0.0,,,,,,,,,15.120000000000001,High Risk,False,High Risk: Disease Only
06085506601,6085506601,Santa Clara,6.2,24.6,4.6,68.1,9.4,9.8,23.2,2.5,6085506601.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1597.88482621312,,,285.617487389594,,,13.680000000000001,Medium Risk,False,Low Risk
06085506603,6085506603,Santa Clara,4.2,25.5,4.9,70.6,7.9,9.8,21.6,2.5,6085506603.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3004.91243545525,,,335.444349928061,,,13.2,Medium Risk,False,Low Risk
06085506604,6085506604,Santa Clara,3.5,23.4,4.1,71.0,5.4,8.5,20.1,2.0,6085506604.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3725.38739575818,,,421.297576287761,,,11.92,Medium Risk,False,Low Risk
06085506605,6085506605,Santa Clara,7.0,23.9,4.5,67.1,10.1,9.9,23.5,2.5,6085506605.0,California,Santa Clara County,1.0,0.0,0.0,0.0,394.124683975242,,,88.1626255500596,,,13.76,Medium Risk,False,Low Risk
06085506606,6085506606,Santa Clara,6.4,25.1,4.6,68.7,8.5,9.7,23.3,2.4,6085506606.0,California,Santa Clara County,1.0,0.0,0.0,0.0,361.444847613573,,,95.1013494133949,,,13.820000000000002,Medium Risk,False,Low Risk
06085506701,6085506701,Santa Clara,3.9,25.6,4.9,70.5,7.8,9.9,22.0,2.5,6085506701.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2499.05280777067,,,225.14409044222,,,13.26,Medium Risk,False,Low Risk
06085506702,6085506702,Santa Clara,6.3,24.6,5.0,67.8,11.2,10.0,25.1,2.7,6085506702.0,California,Santa Clara County,1.0,0.0,0.0,0.0,5449.96095466148,554.862393379211,,1131.2374335886,24.0511819422245,,14.2,Medium Risk,False,Low Risk
06085506703,6085506703,Santa Clara,4.5,25.7,4.6,71.1,7.0,8.9,23.3,2.4,6085506703.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3207.18809141812,527.075815975666,,529.649042712015,35.3720773328096,,13.4,Medium Risk,False,Low Risk
06085506801,6085506801,Santa Clara,3.3,25.6,4.7,72.1,5.9,8.4,21.7,2.2,6085506801.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1117.91815151356,,,119.381440433805,,,12.739999999999998,Medium Risk,False,Low Risk
06085506802,6085506802,Santa Clara,4.1,25.8,5.1,70.8,7.8,9.4,23.3,2.6,6085506802.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2850.17898473144,,,226.753747912589,,,13.539999999999997,Medium Risk,False,Low Risk
06085506803,6085506803,Santa Clara,5.4,23.7,4.4,69.5,7.6,9.0,23.5,2.3,6085506803.0,California,Santa Clara County,1.0,0.0,0.0,0.0,5973.56490147579,651.290026515722,,887.097202728968,27.8166306181811,,13.2,Medium Risk,False,Low Risk
06085506804,6085506804,Santa Clara,3.1,26.3,5.1,71.8,7.3,9.1,23.0,2.5,6085506804.0,California,Santa Clara County,1.0,0.0,0.0,0.0,845.483716075774,,,46.192965271257,,,13.319999999999999,Medium Risk,False,Low Risk
06085506900,6085506900,Santa Clara,3.1,27.6,5.7,74.1,5.8,8.8,21.1,2.6,6085506900.0,California,Santa Clara County,1.0,0.0,0.0,0.0,6283.63752672554,3977.90340290312,,260.550213901057,175.614687171124,,13.26,Medium Risk,False,Low Risk
06085507002,6085507002,Santa Clara,2.8,31.2,6.9,73.5,8.6,10.6,25.1,3.2,6085507002.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2799.99995845975,1150.2847805717,,266.914407187679,116.164454420169,,15.319999999999999,High Risk,False,High Risk: Disease Only
06085507003,6085507003,Santa Clara,2.6,27.7,5.6,74.1,5.6,9.2,22.3,2.6,,,,1.0,0.0,,,,,,,,,13.479999999999999,Medium Risk,False,Low Risk
06085507004,6085507004,Santa Clara,3.2,26.8,5.3,73.6,5.6,8.7,23.0,2.5,,,,1.0,0.0,,,,,,,,,13.4,Medium Risk,False,Low Risk
06085507100,6085507100,Santa Clara,4.0,22.9,4.2,69.2,7.4,7.8,24.3,2.1,6085507100.0,California,Santa Clara County,1.0,0.0,0.0,0.0,177.835074663162,,,29.405799716711,,,12.639999999999999,Medium Risk,False,Low Risk
06085507203,6085507203,Santa Clara,3.8,24.2,4.7,70.4,7.4,8.8,23.8,2.3,6085507203.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1733.01257813722,0.0454758405685425,,160.76993362885,0.00544102489948273,,13.059999999999999,Medium Risk,False,Low Risk
06085507205,6085507205,Santa Clara,3.1,27.6,5.6,73.8,6.0,9.5,21.5,2.6,6085507205.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2047.87717710435,50.29553642869,,222.179611317813,5.18119854107499,,13.459999999999999,Medium Risk,False,Low Risk
06085507206,6085507206,Santa Clara,2.7,28.4,5.9,74.4,5.7,9.8,21.3,2.7,6085507206.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2337.67431380786,487.249839298427,,157.258412068055,45.6777988923714,,13.620000000000001,Medium Risk,False,Low Risk
06085507301,6085507301,Santa Clara,2.7,30.4,6.4,75.9,5.8,11.7,18.1,3.0,6085507301.0,California,Santa Clara County,1.0,0.0,0.0,0.0,6434.24565132806,5195.15763249609,,668.680032776265,556.89923041984,,13.86,Medium Risk,False,Low Risk
06085507302,6085507302,Santa Clara,2.9,29.3,6.3,75.7,5.5,10.6,19.6,2.9,6085507302.0,California,Santa Clara County,0.0,0.0,0.0,0.0,2724.9999887906,2724.9999887906,,200.540014486796,200.540014486796,,13.74,Medium Risk,False,Low Risk
06085507401,6085507401,Santa Clara,3.1,27.4,5.8,74.4,5.4,11.5,15.9,2.8,6085507401.0,California,Santa Clara County,1.0,0.0,0.0,0.0,5238.33436143468,243.93334596185,,270.433723069776,7.93762801693811,,12.74,Medium Risk,False,Low Risk
06085507402,6085507402,Santa Clara,3.1,28.0,5.6,72.9,6.7,11.0,20.1,2.8,6085507402.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3113.41864263208,840.188250780106,,331.252212953026,110.682700991631,,13.559999999999999,Medium Risk,False,Low Risk
06085507500,6085507500,Santa Clara,2.5,27.3,5.1,74.2,5.5,11.5,15.9,2.5,6085507500.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3988.28470162023,973.820312961005,,490.668197787367,113.99269359163,,12.459999999999999,Medium Risk,False,Low Risk
06085507600,6085507600,Santa Clara,2.7,27.5,5.6,74.7,5.9,11.5,17.7,2.7,6085507600.0,California,Santa Clara County,1.0,0.0,0.0,0.0,4641.93418264826,3078.4996287938,,172.038250594911,124.940818015835,,13.0,Medium Risk,False,Low Risk
06085507701,6085507701,Santa Clara,2.9,25.7,4.5,72.9,5.0,10.5,15.8,2.2,6085507701.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2790.17888413789,281.709523916245,,312.843495161884,44.5742920935154,,11.879999999999999,Medium Risk,False,Low Risk
06085507702,6085507702,Santa Clara,2.6,26.2,4.6,74.5,4.5,11.0,14.9,2.2,6085507702.0,California,Santa Clara County,1.0,0.0,0.0,0.0,6125.9999844096,3028.83460925141,,397.908188808531,214.985722742796,,11.860000000000001,Medium Risk,False,Low Risk
06085507704,6085507704,Santa Clara,3.5,27.4,5.2,73.2,5.9,10.5,16.6,2.5,,,,1.0,0.0,,,,,,,,,12.639999999999999,Medium Risk,False,Low Risk
06085507705,6085507705,Santa Clara,3.3,27.0,5.3,72.8,6.2,11.2,17.8,2.6,,,,1.0,0.0,,,,,,,,,12.919999999999998,Medium Risk,False,Low Risk
06085507805,6085507805,Santa Clara,4.1,21.5,3.6,68.6,7.1,8.9,18.6,1.9,6085507805.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2680.96084300429,,,326.721121832961,,,11.34,Medium Risk,False,Low Risk
06085507806,6085507806,Santa Clara,3.3,18.9,2.9,68.6,5.2,8.1,14.5,1.5,6085507806.0,California,Santa Clara County,1.0,0.0,0.0,0.0,870.417226791382,,,50.0931168794632,,,9.54,Low Risk,False,Low Risk
06085507807,6085507807,Santa Clara,2.6,21.8,3.4,70.8,5.1,9.7,13.7,1.8,6085507807.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2150.391074799,,,52.1383382303175,,,10.239999999999998,Medium Risk,False,Low Risk
06085507808,6085507808,Santa Clara,2.8,23.4,3.9,71.7,5.6,10.3,15.0,2.0,6085507808.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1501.29701423924,,,39.9155041874037,,,11.08,Medium Risk,False,Low Risk
06085507903,6085507903,Santa Clara,2.5,24.5,4.3,73.3,4.6,10.7,14.1,2.1,6085507903.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3153.04239052818,15.7670106068254,,125.645597854532,0.141874721331988,,11.22,Medium Risk,False,Low Risk
06085507904,6085507904,Santa Clara,2.6,24.4,4.2,73.9,4.2,10.1,14.4,2.0,6085507904.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2876.54161223024,,,140.251269931148,,,11.14,Medium Risk,False,Low Risk
06085507905,6085507905,Santa Clara,3.5,21.5,3.6,70.4,5.8,9.8,15.4,1.9,6085507905.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1113.55431747437,,,99.3729901686311,,,10.76,Medium Risk,False,Low Risk
06085507906,6085507906,Santa Clara,2.5,24.1,3.9,73.0,4.2,10.2,14.1,1.9,6085507906.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3328.52930171974,272.330968558788,,163.945675480601,13.5151446085656,,10.959999999999999,Medium Risk,False,Low Risk
06085508003,6085508003,Santa Clara,4.0,23.7,4.2,70.0,8.1,10.5,18.4,2.3,6085508003.0,California,Santa Clara County,1.0,0.0,0.0,0.0,,,,,,,12.16,Medium Risk,False,Low Risk
06085508004,6085508004,Santa Clara,3.5,20.2,3.3,68.5,6.3,8.8,16.1,1.7,6085508004.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1691.1485980195,,,203.954100157323,,,10.38,Medium Risk,False,Low Risk
06085508005,6085508005,Santa Clara,2.8,23.4,4.2,71.6,5.5,9.5,16.0,2.1,,,,1.0,0.0,,,,,,,,,11.179999999999998,Medium Risk,False,Low Risk
06085508006,6085508006,Santa Clara,3.2,23.2,4.0,72.1,5.3,10.0,15.8,2.0,,,,1.0,0.0,,,,,,,,,11.24,Medium Risk,False,Low Risk
06085508101,6085508101,Santa Clara,2.6,21.8,3.5,70.4,5.4,8.8,15.3,1.8,6085508101.0,California,Santa Clara County,1.0,0.0,0.0,0.0,726.562666714191,,,51.8134694620967,,,10.400000000000002,Medium Risk,False,Low Risk
06085508102,6085508102,Santa Clara,3.1,18.8,3.0,67.5,5.5,7.2,16.1,1.6,6085508102.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1842.17861133814,,,132.009276261553,,,9.64,Low Risk,False,Low Risk
06085508203,6085508203,Santa Clara,3.1,22.7,4.3,70.7,5.2,8.8,17.4,2.1,6085508203.0,California,Santa Clara County,1.0,0.0,0.0,0.0,3084.87083314732,,,144.037717917236,,,11.260000000000002,Medium Risk,False,Low Risk
06085508204,6085508204,Santa Clara,3.5,23.6,4.0,69.9,6.8,9.4,18.0,2.1,6085508204.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1756.32553185523,,,162.997239591554,,,11.7,Medium Risk,False,Low Risk
06085508205,6085508205,Santa Clara,4.3,21.1,3.6,68.1,6.0,8.0,18.4,1.9,,,,1.0,0.0,,,,,,,,,11.08,Medium Risk,False,Low Risk
06085508206,6085508206,Santa Clara,3.4,23.6,4.1,70.3,6.9,9.0,19.2,2.1,,,,1.0,0.0,,,,,,,,,11.86,Medium Risk,False,Low Risk
06085508301,6085508301,Santa Clara,3.1,27.2,5.4,72.8,6.7,10.8,18.7,2.6,6085508301.0,California,Santa Clara County,1.0,0.0,0.0,0.0,2204.82198609225,,,142.948963291623,,,13.040000000000001,Medium Risk,False,Low Risk
06085508303,6085508303,Santa Clara,2.9,26.2,5.0,73.7,5.0,9.5,17.8,2.3,6085508303.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1258.55205351114,,,87.5824950933456,,,12.28,Medium Risk,False,Low Risk
06085508305,6085508305,Santa Clara,5.1,21.2,3.2,67.1,8.0,9.1,19.5,1.9,,,,1.0,0.0,,,,,,,,,11.620000000000001,Medium Risk,False,Low Risk
06085508306,6085508306,Santa Clara,3.5,25.3,5.2,71.9,5.8,10.1,19.3,2.5,,,,1.0,0.0,,,,,,,,,12.680000000000001,Medium Risk,False,Low Risk
06085508401,6085508401,Santa Clara,3.4,23.5,4.2,70.1,6.5,8.8,19.2,2.1,6085508401.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1798.12414960098,,,115.321424238151,,,11.82,Medium Risk,False,Low Risk
06085508403,6085508403,Santa Clara,3.3,27.3,5.5,72.7,7.1,10.1,19.2,2.7,6085508403.0,California,Santa Clara County,1.0,0.0,0.0,0.0,1026.14478516579,,,79.722920591943,,,13.079999999999998,Medium Risk,False,Low Risk
