tract_fips,location_name,county_name,no_insurance_pct,high_bp_prevalence,heart_disease_prevalence,annual_checkup_pct,smoking_prevalence,diabetes_prevalence,obesity_prevalence,stroke_prevalence,CensusTract,State,County,Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,lapophalf,lapop1,lapop10,lalowihalf,lalowi1,lalowi10,health_risk_score,health_risk_category,is_food_desert,combined_risk
06001400100,6001400100,Alameda,2.7,31.3,6.3,76.6,6.3,9.1,18.0,2.8,6001400100.0,California,Alameda County,1.0,0.0,0.0,0.0,2898.25492637535,1710.51698767208,,291.225615998759,171.878035940463,,13.48,Medium Risk,False,Low Risk
06001400200,6001400200,Alameda,3.4,25.6,5.0,73.0,5.8,7.0,18.3,2.3,6001400200.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,11.860000000000001,Medium Risk,False,Low Risk
06001400300,6001400300,Alameda,3.7,25.9,4.8,72.4,6.8,7.4,19.9,2.5,6001400300.0,California,Alameda County,1.0,0.0,0.0,0.0,892.088104262948,,,115.0883428175,,,12.34,Medium Risk,False,Low Risk
06001400400,6001400400,Alameda,3.7,23.2,4.1,70.0,8.3,6.5,20.4,2.1,6001400400.0,California,Alameda County,1.0,0.0,0.0,0.0,79.8194282650948,,,15.7561132311821,,,11.580000000000002,Medium Risk,False,Low Risk
06001400500,6001400500,Alameda,4.7,24.6,4.0,69.5,10.0,7.2,22.7,2.4,6001400500.0,California,Alameda County,1.0,0.0,0.0,0.0,889.00391921401,,,196.492921538651,,,12.64,Medium Risk,False,Low Risk
06001400600,6001400600,Alameda,4.5,24.4,3.8,68.7,11.5,7.1,23.0,2.4,6001400600.0,California,Alameda County,1.0,0.0,0.0,0.0,1571.00003327616,,,269.556683494709,,,12.559999999999999,Medium Risk,False,Low Risk
06001400700,6001400700,Alameda,4.5,26.6,3.9,70.2,10.0,7.9,23.5,2.6,6001400700.0,California,Alameda County,1.0,0.0,0.0,0.0,4101.88319700211,,,1462.19174301997,,,13.280000000000001,Medium Risk,False,Low Risk
06001400800,6001400800,Alameda,4.9,25.4,4.1,69.7,9.8,7.9,22.1,2.6,6001400800.0,California,Alameda County,1.0,0.0,1.0,0.0,2026.58399657533,,,779.058290003799,,,12.88,Medium Risk,False,Low Risk
06001400900,6001400900,Alameda,5.7,24.6,3.7,68.6,12.4,7.5,24.1,2.5,6001400900.0,California,Alameda County,1.0,0.0,1.0,0.0,1893.54196810722,,,626.79857622087,,,13.12,Medium Risk,False,Low Risk
06001401000,6001401000,Alameda,6.4,23.2,3.5,68.5,10.4,7.3,23.3,2.3,6001401000.0,California,Alameda County,1.0,0.0,1.0,0.0,4071.25205035461,,,1176.35079639527,,,12.739999999999998,Medium Risk,False,Low Risk
06001401100,6001401100,Alameda,5.9,20.7,3.0,67.0,9.6,6.1,21.7,1.9,6001401100.0,California,Alameda County,1.0,0.0,0.0,0.0,3606.85965523217,,,1014.73621856002,,,11.48,Medium Risk,False,Low Risk
06001401200,6001401200,Alameda,4.1,21.2,3.4,68.8,7.7,6.1,20.6,1.9,6001401200.0,California,Alameda County,1.0,0.0,0.0,0.0,593.110101699829,,,130.256316632032,,,11.08,Medium Risk,False,Low Risk
06001401300,6001401300,Alameda,6.2,25.6,4.2,68.4,10.2,8.2,22.5,2.5,6001401300.0,California,Alameda County,1.0,0.0,0.0,0.0,0.0,,,0.0,,,13.34,Medium Risk,False,Low Risk
06001401400,6001401400,Alameda,10.1,28.9,4.8,68.7,16.0,10.3,28.7,3.4,6001401400.0,California,Alameda County,1.0,0.0,0.0,0.0,124.675993442535,,,63.5460958480835,,,16.559999999999995,High Risk,False,High Risk: Disease Only
06001401500,6001401500,Alameda,8.1,28.7,4.5,68.2,16.3,9.5,27.8,3.2,6001401500.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,15.719999999999999,High Risk,False,High Risk: Disease Only
06001401600,6001401600,Alameda,8.8,25.6,4.0,67.3,14.0,8.5,26.4,2.6,6001401600.0,California,Alameda County,1.0,0.0,0.0,0.0,1.32227492332458,,,0.628381431102753,,,14.66,Medium Risk,False,Low Risk
06001401700,6001401700,Alameda,6.2,25.1,3.6,68.8,9.7,8.0,24.0,2.1,6001401700.0,California,Alameda County,1.0,1.0,1.0,1.0,1647.75688850152,947.415541384871,,506.167957055683,277.538049240662,,13.38,Medium Risk,True,Moderate Risk: Desert Only
06001401800,6001401800,Alameda,7.0,25.4,3.5,69.1,11.4,7.9,26.4,2.4,6001401800.0,California,Alameda County,1.0,1.0,1.0,1.0,1703.00000353483,1382.55244262097,,743.024969480699,652.591916077537,,14.039999999999997,Medium Risk,True,Moderate Risk: Desert Only
06001402200,6001402200,Alameda,8.8,25.7,4.3,69.3,11.9,9.2,25.3,2.7,6001402200.0,California,Alameda County,1.0,1.0,1.0,1.0,2385.00001079869,1806.22901635617,,1094.45404007914,779.4596690014,,14.66,Medium Risk,True,Moderate Risk: Desert Only
06001402400,6001402400,Alameda,10.8,34.6,7.3,72.0,17.6,14.1,28.6,5.3,6001402400.0,California,Alameda County,1.0,0.0,1.0,0.0,1360.81697162008,,,556.451548691723,,,19.08,High Risk,False,High Risk: Disease Only
06001402500,6001402500,Alameda,10.5,34.6,5.4,71.3,20.3,12.4,31.8,4.4,6001402500.0,California,Alameda County,1.0,0.0,1.0,0.0,1784.0000051856,0.0,,1088.55185758322,0.0,,18.94,High Risk,False,High Risk: Disease Only
06001402600,6001402600,Alameda,8.7,40.4,9.1,75.9,14.1,17.4,22.1,5.9,6001402600.0,California,Alameda County,1.0,0.0,1.0,0.0,932.399493772537,,,640.829752702266,,,19.54,High Risk,False,High Risk: Disease Only
06001402700,6001402700,Alameda,7.6,26.2,3.8,69.5,11.5,8.5,25.3,2.7,6001402700.0,California,Alameda County,1.0,0.0,0.0,0.0,398.726778000593,,,145.861127376556,,,14.279999999999998,Medium Risk,False,Low Risk
06001402801,6001402801,Alameda,7.8,24.8,4.0,68.4,13.6,8.6,22.6,2.7,,,,1.0,0.0,,,,,,,,,13.559999999999999,Medium Risk,False,Low Risk
06001402802,6001402802,Alameda,9.6,45.1,8.9,75.2,16.6,17.0,29.5,5.9,,,,1.0,0.0,,,,,,,,,22.02,Critical Risk,False,High Risk: Disease Only
06001402900,6001402900,Alameda,9.4,32.6,6.9,71.9,12.6,12.8,22.2,4.2,6001402900.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,16.78,High Risk,False,High Risk: Disease Only
06001403000,6001403000,Alameda,9.4,43.4,10.4,77.5,14.1,20.9,15.0,6.2,6001403000.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,19.82,High Risk,False,High Risk: Disease Only
06001403100,6001403100,Alameda,6.6,27.1,4.6,68.4,12.3,9.5,19.5,2.6,6001403100.0,California,Alameda County,1.0,0.0,0.0,0.0,0.0,,,0.0,,,13.459999999999999,Medium Risk,False,Low Risk
06001403301,6001403301,Alameda,9.2,36.6,8.4,72.9,14.7,17.3,17.2,5.1,,,,1.0,0.0,,,,,,,,,17.740000000000002,High Risk,False,High Risk: Disease Only
06001403302,6001403302,Alameda,3.8,18.9,2.6,66.9,6.5,5.4,18.3,1.4,,,,1.0,0.0,,,,,,,,,9.8,Low Risk,False,Low Risk
06001403401,6001403401,Alameda,6.2,30.3,6.3,72.8,9.3,10.3,19.8,3.5,,,,1.0,0.0,,,,,,,,,14.580000000000002,Medium Risk,False,Low Risk
06001403402,6001403402,Alameda,5.3,23.0,3.3,68.3,10.5,7.3,21.9,2.0,,,,1.0,0.0,,,,,,,,,12.16,Medium Risk,False,Low Risk
06001403501,6001403501,Alameda,5.5,24.9,4.2,69.6,10.1,8.0,21.5,2.5,6001403501.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,12.819999999999999,Medium Risk,False,Low Risk
06001403502,6001403502,Alameda,4.5,21.7,3.0,68.5,8.0,6.0,21.1,1.8,6001403502.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,11.26,Medium Risk,False,Low Risk
06001403600,6001403600,Alameda,4.7,24.4,3.4,70.0,8.6,6.8,22.1,2.0,6001403600.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,12.28,Medium Risk,False,Low Risk
06001403701,6001403701,Alameda,4.8,25.2,5.0,70.6,8.7,7.7,21.1,2.9,6001403701.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,12.76,Medium Risk,False,Low Risk
06001403702,6001403702,Alameda,4.0,25.4,4.3,70.7,9.2,7.3,21.1,2.4,6001403702.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,12.42,Medium Risk,False,Low Risk
06001403800,6001403800,Alameda,3.6,24.6,4.2,71.2,8.0,7.2,20.7,2.2,6001403800.0,California,Alameda County,1.0,0.0,0.0,0.0,547.015741961077,,,38.861750009004,,,12.06,Medium Risk,False,Low Risk
06001403900,6001403900,Alameda,4.5,22.9,3.8,70.6,7.2,6.6,19.8,2.0,6001403900.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,11.52,Medium Risk,False,Low Risk
06001404000,6001404000,Alameda,4.3,23.2,3.7,69.4,8.6,6.6,21.1,2.1,6001404000.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,11.78,Medium Risk,False,Low Risk
06001404101,6001404101,Alameda,3.6,24.3,4.4,71.2,7.4,6.8,19.1,2.2,6001404101.0,California,Alameda County,1.0,0.0,0.0,0.0,0.988730311393738,,,0.079230472445488,,,11.64,Medium Risk,False,Low Risk
06001404102,6001404102,Alameda,4.4,30.0,6.4,74.4,7.9,8.5,19.0,3.2,6001404102.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,13.66,Medium Risk,False,Low Risk
06001404200,6001404200,Alameda,2.8,27.1,4.8,74.8,5.6,7.3,18.2,2.3,6001404200.0,California,Alameda County,1.0,0.0,0.0,0.0,2052.2509549167,,,145.230473295203,,,12.04,Medium Risk,False,Low Risk
06001404300,6001404300,Alameda,2.7,28.3,5.5,74.7,6.3,8.0,18.1,2.6,6001404300.0,California,Alameda County,1.0,0.0,0.0,0.0,315.520412249956,,,5.1680068106798,,,12.520000000000001,Medium Risk,False,Low Risk
06001404400,6001404400,Alameda,2.9,27.4,5.1,74.2,6.4,8.0,18.5,2.4,6001404400.0,California,Alameda County,1.0,0.0,0.0,0.0,4994.73248518258,1934.29188346118,,498.733017720282,186.900793883018,,12.379999999999999,Medium Risk,False,Low Risk
06001404501,6001404501,Alameda,2.9,29.2,5.8,76.0,5.4,8.2,17.6,2.6,6001404501.0,California,Alameda County,1.0,0.0,0.0,0.0,354.667171239853,,,13.8310319185257,,,12.739999999999998,Medium Risk,False,Low Risk
06001404502,6001404502,Alameda,3.0,26.8,4.9,74.5,5.8,7.5,18.4,2.3,6001404502.0,California,Alameda County,1.0,0.0,0.0,0.0,3470.31971006095,739.034462682903,,38.1727416369831,4.77593710436486,,12.12,Medium Risk,False,Low Risk
06001404600,6001404600,Alameda,3.0,29.5,5.6,75.6,6.2,8.4,18.5,2.6,6001404600.0,California,Alameda County,1.0,0.0,0.0,0.0,4149.41344860825,1540.46019721939,,413.942283995807,165.348739981652,,13.0,Medium Risk,False,Low Risk
06001404700,6001404700,Alameda,2.6,28.5,5.2,75.1,6.7,8.1,19.6,2.5,6001404700.0,California,Alameda County,1.0,0.0,0.0,0.0,1919.00436848961,,,77.1871474551153,,,12.8,Medium Risk,False,Low Risk
06001404800,6001404800,Alameda,5.3,28.1,5.2,73.3,8.7,9.2,21.4,2.9,6001404800.0,California,Alameda County,1.0,0.0,0.0,0.0,836.326015997678,,,186.6662015724,,,13.84,Medium Risk,False,Low Risk
06001404900,6001404900,Alameda,3.9,29.0,5.2,74.4,8.6,9.2,20.8,2.8,6001404900.0,California,Alameda County,1.0,0.0,0.0,0.0,804.844666868448,,,75.1872999591287,,,13.620000000000001,Medium Risk,False,Low Risk
06001405000,6001405000,Alameda,3.4,27.1,5.1,73.4,7.9,8.1,19.9,2.6,6001405000.0,California,Alameda County,1.0,0.0,0.0,0.0,2833.90858902433,,,292.760039761284,,,12.719999999999999,Medium Risk,False,Low Risk
06001405100,6001405100,Alameda,2.8,29.5,5.4,75.4,6.8,8.6,19.6,2.6,6001405100.0,California,Alameda County,1.0,0.0,0.0,0.0,3308.01061305776,,,135.622082613059,,,13.180000000000001,Medium Risk,False,Low Risk
06001405200,6001405200,Alameda,5.3,24.3,4.2,70.5,8.9,8.3,19.8,2.4,6001405200.0,California,Alameda County,1.0,0.0,0.0,0.0,20.8786823153496,,,5.69675640016794,,,12.379999999999999,Medium Risk,False,Low Risk
06001405301,6001405301,Alameda,5.2,22.4,3.5,69.0,9.0,6.7,21.4,2.1,6001405301.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,11.84,Medium Risk,False,Low Risk
06001405302,6001405302,Alameda,6.4,30.3,5.6,73.6,8.5,11.2,19.7,3.2,6001405302.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,14.64,Medium Risk,False,Low Risk
06001405401,6001405401,Alameda,7.7,25.9,4.4,69.4,12.2,9.9,20.3,2.7,6001405401.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,13.64,Medium Risk,False,Low Risk
06001405402,6001405402,Alameda,10.7,28.9,5.3,69.4,15.3,12.0,23.2,3.5,6001405402.0,California,Alameda County,1.0,0.0,0.0,0.0,123.611450195313,,,61.6212315559387,,,16.020000000000003,High Risk,False,High Risk: Disease Only
06001405500,6001405500,Alameda,7.3,24.6,4.2,69.6,11.8,9.6,20.4,2.7,6001405500.0,California,Alameda County,1.0,0.0,1.0,0.0,2393.96235692129,,,673.945178607944,,,13.220000000000002,Medium Risk,False,Low Risk
06001405600,6001405600,Alameda,6.6,26.4,4.5,70.6,11.1,9.7,21.3,2.8,6001405600.0,California,Alameda County,1.0,0.0,1.0,0.0,3094.65787509829,,,884.809540246613,,,13.7,Medium Risk,False,Low Risk
06001405700,6001405700,Alameda,9.6,31.1,5.5,71.0,15.4,12.3,24.6,3.7,6001405700.0,California,Alameda County,1.0,0.0,1.0,0.0,2991.23197329789,,,1293.91360305622,,,16.619999999999997,High Risk,False,High Risk: Disease Only
06001405800,6001405800,Alameda,11.8,29.4,5.4,70.0,14.7,12.6,21.0,3.5,6001405800.0,California,Alameda County,1.0,0.0,1.0,0.0,3965.00002679229,,,1990.52505841851,,,16.04,High Risk,False,High Risk: Disease Only
06001405901,6001405901,Alameda,14.2,29.7,5.5,68.8,14.8,13.0,23.4,3.5,6001405901.0,California,Alameda County,1.0,0.0,1.0,0.0,3558.22646511998,,,2390.20868310984,,,17.16,High Risk,False,High Risk: Disease Only
06001405902,6001405902,Alameda,12.0,29.3,5.7,68.9,15.5,13.3,21.0,3.7,6001405902.0,California,Alameda County,1.0,0.0,1.0,0.0,1717.15660110116,,,922.502711579204,,,16.259999999999998,High Risk,False,High Risk: Disease Only
06001406000,6001406000,Alameda,11.3,30.1,5.4,68.9,16.1,11.9,23.2,3.4,6001406000.0,California,Alameda County,1.0,0.0,0.0,0.0,126.041346311569,,,70.3341834545136,,,16.38,High Risk,False,High Risk: Disease Only
06001406100,6001406100,Alameda,13.2,29.6,5.4,68.5,14.3,11.5,27.0,3.3,6001406100.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,17.34,High Risk,False,High Risk: Disease Only
06001406201,6001406201,Alameda,17.5,28.4,5.5,66.8,17.6,13.0,25.9,3.6,6001406201.0,California,Alameda County,1.0,0.0,1.0,0.0,1085.18748259323,,,562.624862711644,,,18.06,High Risk,False,High Risk: Disease Only
06001406202,6001406202,Alameda,20.6,29.6,5.6,65.7,16.3,12.2,27.1,3.6,6001406202.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,19.02,High Risk,False,High Risk: Disease Only
06001406300,6001406300,Alameda,13.8,31.1,5.9,69.0,15.6,13.0,24.1,3.8,6001406300.0,California,Alameda County,1.0,0.0,1.0,0.0,3337.41780558228,,,1433.33464085311,,,17.58,High Risk,False,High Risk: Disease Only
06001406400,6001406400,Alameda,10.5,38.1,8.5,75.1,13.3,14.7,23.6,5.3,6001406400.0,California,Alameda County,1.0,0.0,1.0,0.0,685.332081752742,,,273.814148092439,,,19.080000000000002,High Risk,False,High Risk: Disease Only
06001406500,6001406500,Alameda,14.0,29.1,5.5,68.4,14.8,12.2,24.9,3.5,6001406500.0,California,Alameda County,1.0,0.0,1.0,0.0,3665.00957618654,,,1847.77033936791,,,17.139999999999997,High Risk,False,High Risk: Disease Only
06001406601,6001406601,Alameda,8.7,30.5,4.8,70.2,13.5,11.1,23.4,3.1,6001406601.0,California,Alameda County,1.0,0.0,1.0,0.0,2613.44175157348,,,1134.93327612333,,,15.7,High Risk,False,High Risk: Disease Only
06001406602,6001406602,Alameda,11.0,30.4,5.3,69.2,15.6,11.8,25.1,3.5,6001406602.0,California,Alameda County,1.0,0.0,1.0,0.0,604.099756598473,,,407.736903399229,,,16.72,High Risk,False,High Risk: Disease Only
06001406700,6001406700,Alameda,4.8,28.1,5.1,73.4,8.5,8.8,19.9,2.7,6001406700.0,California,Alameda County,1.0,0.0,0.0,0.0,2616.05485627055,,,376.162711057812,,,13.34,Medium Risk,False,Low Risk
06001406800,6001406800,Alameda,4.8,28.4,4.9,72.8,8.9,9.3,19.5,2.7,6001406800.0,California,Alameda County,1.0,0.0,0.0,0.0,86.5926595926285,,,6.47091878950596,,,13.38,Medium Risk,False,Low Risk
06001406900,6001406900,Alameda,5.0,28.9,4.8,72.8,10.0,9.4,21.7,2.7,6001406900.0,California,Alameda County,1.0,0.0,0.0,0.0,529.589530229568,,,143.005627587438,,,13.959999999999999,Medium Risk,False,Low Risk
06001407000,6001407000,Alameda,11.2,29.4,5.3,69.9,14.6,11.9,24.2,3.4,6001407000.0,California,Alameda County,1.0,0.0,1.0,0.0,4160.08751565218,,,1895.98887109756,,,16.4,High Risk,False,High Risk: Disease Only
06001407101,6001407101,Alameda,18.1,31.9,6.4,68.1,17.7,14.0,27.7,4.1,6001407101.0,California,Alameda County,1.0,0.0,0.0,0.0,387.392459258437,,,196.849444761872,,,19.619999999999997,High Risk,False,High Risk: Disease Only
06001407102,6001407102,Alameda,14.8,29.8,5.6,68.5,15.7,12.5,25.6,3.6,6001407102.0,California,Alameda County,1.0,0.0,1.0,0.0,1498.41218261421,,,857.499819198623,,,17.66,High Risk,False,High Risk: Disease Only
06001407200,6001407200,Alameda,20.2,26.5,5.4,66.6,13.7,11.7,26.6,3.3,6001407200.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,18.080000000000002,High Risk,False,High Risk: Disease Only
06001407300,6001407300,Alameda,18.2,26.2,5.2,65.5,17.5,11.1,28.5,3.3,6001407300.0,California,Alameda County,1.0,0.0,0.0,0.0,7.83024019002914,,,4.43448761105537,,,17.84,High Risk,False,High Risk: Disease Only
06001407400,6001407400,Alameda,16.4,28.1,4.9,67.5,14.5,11.6,28.5,3.2,6001407400.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,17.9,High Risk,False,High Risk: Disease Only
06001407500,6001407500,Alameda,18.1,32.2,5.8,68.4,17.1,12.8,30.8,4.1,6001407500.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,19.940000000000005,High Risk,False,High Risk: Disease Only
06001407600,6001407600,Alameda,9.6,28.4,4.8,70.0,12.4,10.3,25.5,3.1,6001407600.0,California,Alameda County,1.0,0.0,1.0,0.0,3999.67062318325,,,1468.31437166035,,,15.719999999999999,High Risk,False,High Risk: Disease Only
06001407700,6001407700,Alameda,5.3,30.9,4.9,74.5,9.2,9.9,23.5,3.1,6001407700.0,California,Alameda County,1.0,0.0,0.0,0.0,2530.03861320019,,,402.051599472761,,,14.899999999999997,Medium Risk,False,Low Risk
06001407800,6001407800,Alameda,6.5,27.5,4.4,70.8,11.2,8.7,23.8,2.8,6001407800.0,California,Alameda County,1.0,0.0,0.0,0.0,2424.99999219179,,,847.518315576017,,,14.180000000000001,Medium Risk,False,Low Risk
06001407900,6001407900,Alameda,4.2,27.1,4.4,73.3,7.5,8.4,20.2,2.4,6001407900.0,California,Alameda County,1.0,0.0,0.0,0.0,2412.35974416602,,,333.735162578756,,,12.86,Medium Risk,False,Low Risk
06001408000,6001408000,Alameda,3.4,31.6,6.5,75.7,7.7,9.7,18.6,3.2,6001408000.0,California,Alameda County,1.0,0.0,0.0,0.0,780.315932471305,,,68.8196131202858,,,13.960000000000003,Medium Risk,False,Low Risk
06001408100,6001408100,Alameda,3.8,30.5,5.3,75.6,7.4,9.9,20.1,2.9,6001408100.0,California,Alameda County,1.0,0.0,0.0,0.0,5753.57388993166,4395.62817049399,,670.624011181295,506.466452240478,,13.919999999999998,Medium Risk,False,Low Risk
06001408200,6001408200,Alameda,7.7,30.3,4.8,72.3,11.9,10.2,27.0,3.2,6001408200.0,California,Alameda County,1.0,0.0,1.0,0.0,1926.46315472631,,,508.969436628337,,,16.0,High Risk,False,High Risk: Disease Only
06001408300,6001408300,Alameda,7.2,29.1,4.8,72.8,10.3,9.8,25.2,3.0,6001408300.0,California,Alameda County,1.0,0.0,1.0,0.0,3592.44634847865,131.540280358497,,808.243616206332,15.5160211524865,,15.220000000000002,High Risk,False,High Risk: Disease Only
06001408400,6001408400,Alameda,15.3,30.9,5.2,69.3,15.5,11.8,29.4,3.7,6001408400.0,California,Alameda County,1.0,0.0,0.0,0.0,410.990750193596,,,197.231489092112,,,18.52,High Risk,False,High Risk: Disease Only
06001408500,6001408500,Alameda,16.0,30.9,5.1,68.1,16.1,12.1,29.7,3.7,6001408500.0,California,Alameda County,1.0,0.0,1.0,0.0,723.063555657864,,,520.714129276574,,,18.759999999999998,High Risk,False,High Risk: Disease Only
06001408600,6001408600,Alameda,14.5,31.1,5.4,69.6,14.3,12.2,29.1,3.8,6001408600.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,18.46,High Risk,False,High Risk: Disease Only
06001408700,6001408700,Alameda,14.2,30.7,5.4,70.5,14.9,12.3,30.4,4.0,6001408700.0,California,Alameda County,1.0,0.0,1.0,0.0,669.978515505791,,,140.519838027656,,,18.6,High Risk,False,High Risk: Disease Only
06001408800,6001408800,Alameda,18.1,33.0,6.0,68.5,19.5,13.8,30.7,4.5,6001408800.0,California,Alameda County,1.0,0.0,1.0,0.0,2316.77006208897,,,1716.53062814474,,,20.32,Critical Risk,False,High Risk: Disease Only
06001408900,6001408900,Alameda,21.6,30.9,5.7,67.7,17.3,13.2,31.3,4.1,6001408900.0,California,Alameda County,1.0,0.0,0.0,0.0,116.433495566249,,,62.6894332319498,,,20.54,Critical Risk,False,High Risk: Disease Only
06001409000,6001409000,Alameda,15.4,32.6,6.2,69.4,16.4,13.6,29.6,4.2,6001409000.0,California,Alameda County,1.0,1.0,1.0,1.0,3551.99999077828,1776.14974109922,,1476.46142621886,795.068372667767,,19.48,High Risk,True,High Risk: Desert + Disease
06001409100,6001409100,Alameda,16.1,27.0,4.8,67.9,13.9,11.4,28.1,3.4,6001409100.0,California,Alameda County,1.0,0.0,1.0,0.0,2255.00002557784,368.188948392868,,932.295906044543,150.791879534721,,17.48,High Risk,False,High Risk: Disease Only
06001409200,6001409200,Alameda,17.2,28.2,4.7,66.6,15.6,11.3,28.5,3.3,6001409200.0,California,Alameda County,1.0,0.0,1.0,0.0,3144.05962789059,,,1376.95894294977,,,17.98,High Risk,False,High Risk: Disease Only
06001409300,6001409300,Alameda,18.2,30.5,5.6,68.1,15.7,12.8,30.3,3.8,6001409300.0,California,Alameda County,1.0,0.0,1.0,0.0,835.464250648336,,,498.112550361839,,,19.48,High Risk,False,High Risk: Disease Only
06001409400,6001409400,Alameda,20.0,30.0,4.6,66.2,15.4,11.4,28.9,3.2,6001409400.0,California,Alameda County,1.0,0.0,0.0,0.0,76.5801410079002,,,48.6486586332321,,,18.98,High Risk,False,High Risk: Disease Only
06001409500,6001409500,Alameda,22.2,30.7,5.6,65.9,19.5,13.1,31.5,4.0,6001409500.0,California,Alameda County,1.0,0.0,0.0,0.0,77.0410513761453,,,48.1989424692001,,,20.62,Critical Risk,False,High Risk: Disease Only
06001409600,6001409600,Alameda,18.8,29.0,4.9,67.0,15.6,11.8,29.8,3.5,6001409600.0,California,Alameda County,1.0,0.0,0.0,0.0,489.214752737433,,,352.290371645242,,,18.86,High Risk,False,High Risk: Disease Only
06001409700,6001409700,Alameda,16.4,33.6,5.6,70.3,17.6,13.4,33.0,4.3,6001409700.0,California,Alameda County,1.0,0.0,1.0,0.0,4529.19278563559,,,2216.55348789319,,,20.4,Critical Risk,False,High Risk: Disease Only
06001409800,6001409800,Alameda,6.5,35.8,5.7,74.6,12.8,12.1,27.6,3.9,6001409800.0,California,Alameda County,1.0,1.0,1.0,1.0,2887.00002220273,920.949222773314,,863.19804291334,246.616324282251,,17.54,High Risk,True,High Risk: Desert + Disease
06001409900,6001409900,Alameda,4.0,36.2,6.1,77.5,8.1,11.4,22.9,3.6,6001409900.0,California,Alameda County,1.0,0.0,0.0,0.0,3308.00002863351,3078.26898386423,,515.192795614712,478.050650219433,,16.119999999999997,High Risk,False,High Risk: Disease Only
06001410000,6001410000,Alameda,4.9,33.9,5.8,76.3,8.8,10.7,23.1,3.4,6001410000.0,California,Alameda County,1.0,0.0,0.0,0.0,2363.93774968013,721.182194158435,,244.709270943771,73.3367808767362,,15.680000000000001,High Risk,False,High Risk: Disease Only
06001410100,6001410100,Alameda,8.4,32.6,5.1,73.1,12.7,11.7,28.1,3.7,6001410100.0,California,Alameda County,1.0,0.0,1.0,0.0,1289.62288079318,,,377.5621659155,,,17.18,High Risk,False,High Risk: Disease Only
06001410200,6001410200,Alameda,12.3,31.2,4.6,70.5,12.3,10.8,27.2,3.2,6001410200.0,California,Alameda County,1.0,0.0,1.0,0.0,1061.28939710476,,,591.943312901421,,,17.22,High Risk,False,High Risk: Disease Only
06001410300,6001410300,Alameda,21.2,27.4,5.2,64.9,17.9,12.1,30.3,3.6,6001410300.0,California,Alameda County,1.0,0.0,0.0,0.0,305.680748730898,,,122.610924705863,,,19.240000000000002,High Risk,False,High Risk: Disease Only
06001410400,6001410400,Alameda,14.0,31.0,5.3,69.6,15.3,12.5,28.9,3.7,6001410400.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,18.34,High Risk,False,High Risk: Disease Only
06001410500,6001410500,Alameda,8.7,35.3,5.6,73.4,17.2,13.1,31.8,4.4,6001410500.0,California,Alameda County,1.0,1.0,1.0,1.0,2160.52943966258,1448.43864822388,,1478.59240680933,991.261832356453,,18.9,High Risk,True,High Risk: Desert + Disease
06001420100,6001420100,Alameda,3.3,27.9,5.4,74.2,7.9,9.0,17.9,2.6,6001420100.0,California,Alameda County,1.0,0.0,0.0,0.0,30.5177712440491,,,4.28864800930023,,,12.7,Medium Risk,False,Low Risk
06001420200,6001420200,Alameda,4.2,24.3,4.1,71.8,7.4,8.0,16.8,2.2,6001420200.0,California,Alameda County,1.0,0.0,0.0,0.0,,,,,,,11.48,Medium Risk,False,Low Risk
06001420301,6001420301,Alameda,3.5,25.2,4.4,72.8,7.0,8.5,15.2,2.2,,,,1.0,0.0,,,,,,,,,11.36,Medium Risk,False,Low Risk
06001420302,6001420302,Alameda,3.9,25.4,4.1,71.1,8.2,7.7,18.1,2.1,,,,1.0,0.0,,,,,,,,,11.84,Medium Risk,False,Low Risk
06001420401,6001420401,Alameda,7.2,17.5,4.0,67.2,7.0,5.2,17.2,2.2,,,,1.0,0.0,,,,,,,,,10.22,Medium Risk,False,Low Risk
06001420402,6001420402,Alameda,6.0,11.4,1.3,62.3,8.0,2.9,18.1,0.9,,,,1.0,0.0,,,,,,,,,7.94,Low Risk,False,Low Risk
